case_id,task,task_id,strength,friction,misalignment,lf_success,hf_success,lf_placement,hf_placement,lf_peak_force,hf_peak_force,lf_wall_time,hf_wall_time,force_error,adequate
121,hdd,0,68.97076366269641,0.5091316523349055,0.006948837111978923,1,1,1,1,69.30997746023948,0.0,0.33941180002875626,0.32397319993469864,6.930997746023948,0
122,hdd,0,90.07522619461939,0.6911004600356133,0.00644443632644458,1,1,1,1,90.30925189577567,0.0,0.3597728000022471,0.3403093999950215,9.030925189577568,0
123,hdd,0,69.70054448421281,0.4995540916568352,0.006126119068242395,1,1,1,1,69.97992502699667,0.0,0.3427380999783054,0.3539530999260023,6.997992502699667,0
124,hdd,0,98.87860266074266,0.6779329733795234,0.00015579702270333335,1,1,1,1,99.33049446693522,0.0,0.3361599000636488,0.32481759996153414,9.933049446693522,0
125,hdd,0,71.2840722091526,0.4688157025854566,0.006708322559008033,1,1,1,1,71.74365761468219,0.0,0.43717609997838736,0.3326638999860734,7.174365761468219,0
126,hdd,0,40.205560059074195,0.7306307333464195,0.004438586851593256,1,1,1,1,40.27993803324504,0.0,0.32772469997871667,0.34033139992970973,4.027993803324504,0
127,hdd,0,85.02128667105384,0.620845963180878,0.005133883478290012,1,1,1,1,85.59318856245146,0.0,0.3545113999862224,0.3255693999817595,8.559318856245145,0
128,hdd,0,76.87454684217306,0.45703119306184325,0.002940859727039903,1,1,1,1,77.34875167291517,0.0,0.3278538000304252,0.3281168999383226,7.734875167291517,0
129,hdd,0,101.01626844666538,0.466056883319827,0.004057319101888246,1,1,1,1,101.22718911184995,0.0,0.33946119993925095,0.3463806000072509,10.122718911184995,0
130,hdd,0,113.12097537200293,0.11604884941721808,0.007157646453334153,1,1,1,1,113.56152176063664,0.0,0.34100709995254874,0.3547301000216976,11.356152176063663,0
131,hdd,0,100.10463454496485,0.15830462706625992,0.0016145515210175534,1,1,1,1,100.57758456016508,0.0,0.340226799948141,0.33591720007825643,10.057758456016508,0
132,hdd,0,44.058200162934554,0.2183108289408638,0.002254438717818705,1,1,1,1,44.5852315892624,0.0,0.3534088999731466,0.36379350000061095,4.45852315892624,0
133,hdd,0,108.5192286243107,0.6359621694199675,0.004988841549452919,1,1,1,1,108.85989255555577,0.0,0.37314090004656464,0.3461234000278637,10.885989255555577,0
134,hdd,0,87.0729019881895,0.7134086270410092,0.003280079075790998,1,1,1,1,87.25311683383694,0.0,0.4808727001072839,0.36020360002294183,8.725311683383694,0
135,hdd,0,94.04026665856408,0.2300042136449839,0.000884349424542375,1,1,1,1,94.61336182847674,0.0,0.37578960007522255,0.34132849995512515,9.461336182847674,0
136,hdd,0,111.6311934893762,0.22133542229556014,3.5581740370492355e-05,1,1,1,1,112.06842519116904,0.0,0.45122120005544275,0.38400620000902563,11.206842519116904,0
137,hdd,0,102.7832916614804,0.7717889716370371,0.0017627457760294235,1,1,1,1,102.90073894408506,0.0,0.3781672000186518,0.39862560003530234,10.290073894408506,0
138,hdd,0,46.65700016559851,0.3304380678645707,0.001729519416662223,1,1,1,1,46.844070738328284,0.0,0.43027340003754944,0.45215849997475743,4.684407073832828,0
139,hdd,0,78.07441068643593,0.45653752346983656,0.0048557163139431765,1,1,1,1,78.59601814515464,0.0,0.3380327000049874,0.33609190001152456,7.8596018145154645,0
140,hdd,0,104.44791032022417,0.3379156203421791,0.0009598552044232348,1,1,1,1,104.5261623835711,0.0,0.35671769990585744,0.33659399999305606,10.45261623835711,0
141,hdd,0,61.649447360995204,0.12891950791882198,0.0077386271517104165,1,1,1,1,61.89942879656817,0.0,0.33774889993947,0.3341208000201732,6.189942879656817,0
142,hdd,0,94.92048239312422,0.33368471269984623,0.0037051404815959133,1,1,1,1,95.3568477333186,0.0,0.3565468000015244,0.33348750008735806,9.53568477333186,0
143,hdd,0,70.06634538211944,0.6741684773295981,0.004912743776023883,1,1,1,1,70.50864282671023,0.0,0.3482287999941036,0.33869440003763884,7.050864282671023,0
144,hdd,0,44.43395973867379,0.6487113794898042,0.0013055959653454116,1,1,1,1,44.66078222512553,0.0,0.3230755999684334,0.34839980001561344,4.466078222512553,0
145,hdd,0,97.59940596309364,0.26070851141495355,0.004226545840261521,1,1,1,1,97.67904336420878,0.0,0.33945309999398887,0.3172045999672264,9.767904336420878,0
